class,name,content
中式,【中秋節】海棠酥,將油皮的材料全部混合均勻。蓋上保鮮膜，放置室溫鬆弛15分鐘。將油酥的材料全部混合均勻。把一半的油酥與紅麴粉混和均勻。包上保鮮膜，放置冰箱冷藏15分鐘。將鬆弛好的油皮分成20等份。兩色油酥各別分成10等份。油皮包油酥，收口捏緊。把油酥皮用手壓扁，再用桿麵棍從中間向上桿，收回再從中間向下桿開。（過程請勿來回桿）將麵片由上往下捲起，收口朝上蓋上保鮮膜鬆弛15分鐘。（過程中如果太軟不好操作可放置冰箱冷藏之後再拿出來，記得表面要蓋上保鮮膜）一樣從中間向上、下桿開再捲起。（過程中如果太軟不好操作可放置冰箱冷藏之後再拿出來，記得表面要蓋上保鮮膜）再蓋上保鮮膜，鬆弛10分鐘。把鬆弛好的麵糰從中間壓下，再把兩側的麵團押往裡面。將麵團用手掌壓扁，兩色麵團疊在一起，再用桿麵棍桿開。。包入內餡，每顆重量10g。（內餡可依自己喜歡的更換）收口捏成五星狀。用剪刀將收口不整齊稍微修整一下。每片面片各剪三刀。將最上方的那條往中心放，使用竹籤輔助插入。再把左邊下面那條與右邊上面那條捏合。兩條要確實捏緊，不然油炸後會分離。油溫約120-140度下鍋全程小火，使用湯勺將淋油上去炸至外表酥脆。烤箱預熱140度烤10-15分鐘把油逼出，出爐後移至冷卻架上放涼即可。完成！（建議當天食用完）
中式,銷魂芋頭酥💃🏻,"將所有粉類準備好，全都過篩備用將中筋麵粉➕糖粉➕無水奶油倒在一起，按壓方式混合均勻。冷水分3-4次加入(沒加完沒關係)，按壓成團.不黏手也不黏鍋的光滑麵團(保鮮膜包住）成團後，包上保鮮膜就可以靜放在旁邊等候嘍。

✌🏻準備油酥的部分嘍🐷準備油酥材料👇🏻
低筋麵粉
無水奶油
紫薯粉將過篩好的低筋麵粉200g➕無水奶油90g


🥣無水奶油可以放置稍微軟化.在倒麵粉🥣低筋麵粉跟無水奶油混合後在倒入紫薯粉按壓均勻成團即可用保鮮膜包覆入冰箱待用芋頭泥先搓圓放好備用油皮35克
油酥25克油皮壓平把油酥包進去

🥣油皮➕油酥平均➕加起來平均的重量是60克🥣全部包好後，醜醜的接合處朝上第一次
步驟1.2.3.4.
壓平 桿開 斜邊捲起第二次
一樣醜醜的接合處朝上面
壓平 桿開 捲起全都捲好後對半切

🥣對半切後，平均一顆淨重約30克上下🥣切開對半後，切口面向上桿平後，翻面把麵皮放在虎口，放上芋頭泥。收口完成送進烤箱做Spa嘍❤️
溫度👇🏻
上溫180
下溫180
時間約一個半小時上下，（視自己的烤箱為主哦，每個人烤箱受熱溫度都不太一樣喔！如果怕表面上色過深，約15-20分可以覆蓋一層鋁箔紙）完成嘍🎉"
中式,👩‍🍳蛋黃酥,"前置作業～
將材料都秤重秤好，油皮和油酥的麵粉都先過篩備用！
無鹽奶油於室溫軟化備用！
將鹹蛋黃泡米酒10分左右，再放入烤箱烤！將鹹蛋黃，用150度烤10分左右⋯烤到鹹蛋黃有香味，7～8分熟即可⋯不要烤過頭！
烤好，放涼備用！將烏豆沙餡分成18個，每一個30g!將烏豆沙用手掌壓成小圓，包入ㄧ個鹹蛋黃！再包成ㄧ個小圓，收口壓緊！內餡處理好，備用！做油皮～
將軟化的奶油，加入糖粉切拌均勻！再加入過篩後的高筋麵粉和低筋麵粉⋯和水混合均勻⋯搓揉至光滑均勻麵糰！再用保鮮膜包起來鬆醒20分左右⋯製作油酥～
將軟化的無鹽奶油加入過篩後的低筋麵粉⋯用手抓揉成無顆粒均勻麵糰即可（不要過度搓揉，麵粉出筋會影響口感）油酥包好保鮮膜，先放冷藏備用！準備整型～
將油皮和油酥分成18個⋯秤重均分好備用！將油皮掌壓成小圓⋯油皮壓平將油酥包進去⋯滾圓，包好⋯收口捏緊！收口向上⋯全部包好，蓋保鮮膜準備整型⋯麵團收口向上⋯
將麵糰用手掌壓ㄧ下，再用桿麵棍桿成牛舌餅狀⋯光滑面在下！由上往下捲下來⋯如上圖！將麵糰調個頭⋯如上圖～用手掌壓平⋯用桿麵棍從麵糰中間，輕輕的分別往上和往下桿開⋯如上圖⋯接下來，從上往下⋯輕輕的捲下來！捲下來⋯如上圖！每一個都重複以上動作⋯如上圖！用保鮮膜蓋起來⋯讓麵糰鬆醒10分左右！鬆醒好的麵團⋯用大姆指從中間壓下⋯兩端往中間折起，捏一下，再將小麵糰壓扁⋯如上圖！壓平⋯用桿麵棍⋯輕輕桿成小圓，記得光滑面都是在下哦！放上內餡⋯慢慢的利用虎口將麵糰捏成小圓，收口捏緊！每一個都整型好，間隔一些距離，整齊的排好在烤盤內！烤盤上記得要鋪烘焙紙！將烤箱用170度預熱10分左右⋯
準備蛋黃液，和黑芝麻粒⋯沾適量蛋黃液⋯刷在每個麵糰上，刷的方式要繞圓刷哦！
這個動作很重要，這樣烤起來才會呈現圓滾滾的模樣喔！刷完ㄧ次⋯再重複刷ㄧ次⋯刷好，如上⋯再灑上適量的黑芝麻粒⋯⋯
烤箱用170度烤25～30分左右！
（各家烤箱烤溫不同，要隨時觀察蛋黃酥上色狀態⋯調整烤溫和時間）大約烤10分左右⋯先取出來，再用蛋黃液ㄧ樣用刷子繞小圓再刷一次！再送入烤箱烤！烤到金黃色即可！烤出來的蛋黃酥黃澄澄，閃閃亮亮，好誘人啊😍來張特寫❤️試吃時間⋯
酥軟的外皮，加上不甜不膩的烏豆沙⋯和鹹香的鹹蛋黃，吃起來奶香味十足，層次分明！
中秋節⋯親手做的點心，特別有意義啊！
不用排名店，不妨自己做看看！
朋友試吃完，說唇齒留香⋯心動不如行動，趕快跟進吧❤️"
中式,客家九層糕(影音),"準備食材。
【白色粉漿】：所有材料倒入盆內，全部混合均勻。【黑糖粉漿】：黑糖預先用60C.C的熱水混合均勻，再加入所有材料混合均勻。只需將混勻的【黑糖粉漿】過篩，篩掉融不掉的黑糖粒，【白色粉漿】無需過篩。長方型容器，可預先塗抹適量食用油，先倒入第一層【白色粉漿】60~70C.C(實際容量，要個人依照所使用容器大小自行斟酌)放入已燒開的蒸鍋內，中大蒸約2~3分鐘，蒸到表面有點凝固，即可取出來。(不可蒸太熟，太熟二層會無法結合在一起；也不可以過生，二層會混合在一起，分層界限會不明顯)取出後，繼續倒入【黑糖粉漿】約60~70C.C(毎次所倒入的粉漿，都必須確認已拌勻、攪拌時鍋底無阻力後才倒入)繼續放入已燒開的蒸鍋內，中大蒸約2~3分鐘，蒸到表面有點凝固，即可取出來。(如此一層白色粉漿，一層黑糖粉漿重覆個數次，依照所使用容器的高度調整，不一定非要九層不可)
所有層次做完後，即可取出放涼，待放涼後即可倒出來分切。「客家九層糕」完成了，很適合給老人小孩食用的一道點心。除了可直接食用，也可以淋上黑糖漿搭配著吃。
【黑糖漿】：黑糖加上熱水，放入小鍋內，開火煮融即可。"
中式,【中秋節】奶香綠豆糕,將綠豆洗淨瀝乾。把綠豆倒入鍋中，加入約1.5倍的水淹過綠豆。水滾後將水倒除，再次加入等量冷水繼續煮，煮滾後轉小火蓋上鍋蓋煮至綠豆熟透。最後加入冰糖（可以用砂糖取代）、鹽攪拌至全融於綠豆湯內。把綠豆倒入果汁機內打成泥，再用濾網過篩把綠豆皮給去除。將綠豆沙倒入平底鍋內加入奶粉及奶油，開小火翻炒。（需花點時間耐心翻拌底部才不會燒焦）翻炒至豆沙成團即可。將豆沙移至淺盤中蓋上保鮮膜，放入冰箱冷藏備用。把豆沙分成1個為30g的小團揉圓。再搓成橢圓形比較好入模。最後使用月餅壓模壓出花樣即可。（壓模可以刷上一層食用油比較好脫模）完成！開吃，冷藏過後更好吃！
中式,免烤的冰皮荷花酥,"冰皮粉加入水，攪拌均勻加入白油，揉均勻
(可以用手揉，但要注意衛生)冰皮粉分割35g/個，餡料15g/個
將冰皮粉跟餡料搓圓，冰皮粉壓平包入餡料(注意封口要捏緊)將包好餡的冰皮用桿麵棍壓扁(不要壓全扁，還是要保留厚度唷)切米字狀後，中間在各劃一刀取兩辦 左右轉一下，尾端處合併捏緊，全部完成後，拉挺一點就完成
(左辦向右轉，右辦向左轉)"
中式,👩‍🍳抹茶紅豆螺絲酥,"前置作業～
將材料都秤重完，準備好！
將油皮材料中筋麵粉和低筋麵粉、鹽混合後過篩備用！
無鹽奶油放於常溫軟化備用！先將內餡分成每個30g,搓成小圓備用⋯製作油皮～
將糖粉加入軟化的無鹽奶油拌勻，再加入過篩後的低筋麵粉和中筋麵粉拌勻，續加入水用手抓揉成一無顆粒光滑麵糰！成以上光滑柔軟的麵團！用保鮮膜蓋住油皮，靜置鬆醒20～25分左右！製作油酥～
將低筋麵粉加抹茶粉混合過篩⋯加入軟化的無鹽奶油，拌勻成無顆粒麵團即可！不需過度搓揉！油酥狀態如上～將油酥包保鮮膜，放冷藏備用！準備整型先將材料都均分好～
將油皮分成每個28g,油酥每個18g,豆沙餡每個30g!都搓成小圓備用！接下來將油皮包油酥！都搓成小圓備用，搓好用保鮮膜蓋著！開始整型～
將麵糰用桿麵棍桿成牛舌餅形狀⋯桿的越長，做起來層次更多！如圖，用斜捲方式⋯慢慢捲下來⋯如上圖～接下來，將麵糰稍用手壓平，用桿麵棍從中間分別往上、往下輕輕桿開⋯桿的越長，層次更分明喔！接下來，從下往上慢慢捲起⋯捲好如上，蓋保鮮膜，鬆醒10分左右！用有鋸齒的小刀，分成2個！要小心切，比較不會破壞紋路哦！分好如上～
包的時候，切面在外⋯紋路才會出現喔！將切好的麵糰，用手稍壓平，用桿麵棍輕輕桿開⋯成ㄧ圓，準備包內餡！記得，切面處是朝外！將內餡紅豆餡包好，輕輕搓成小圓，收口捏緊！整型好⋯
先打開烤箱，用180度預熱10分左右⋯⋯
再用170度烤30～35分左右（每家烤箱烤溫不同，再依自己的烤箱特性調整烤溫和時間）我烤到15分左右，有取出烤盤，調頭再續烤⋯烤好的抹茶紅豆酥，抹茶色好美好療癒⋯
每顆都美美的，大成功啊！特寫來一張⋯太美了！
酥酥香香，配上一杯熱茶🍵，好幸福啊！
自己做的安心美味愛心都兼顧了！
今年中秋節，就用手作月餅聊表心意，送祝福吧！❤️"
中式,QQ南瓜饅頭🎶,將奶油南瓜去皮、切塊、蒸熟。含水量高的奶油南瓜，做出來的饅頭更QQ。蒸熟的南瓜，趁熱搗成南瓜泥。準備一個大盆，把所有的材料與南瓜泥拌勻，揉合成麵糰。然後蓋濕布，進行發酵（約2個小時）。麵糰發酵完成，進行三桿三折⋯⋯分成50克/個小麵糰，桿平、切割為圖示。由未切割處開始捲。捲成圓滾筒狀。雙開口處黏結成環。墊上饅頭紙，表面噴水、進行最終發酵。發酵時間約半小時，饅頭膨脹至一倍大即可。電鍋外鍋加水1杯、電鍋蓋包毛巾，按下開關進行蒸饅頭。蒸發時間約十分鐘⋯開關跳起後，電鍋蓋打開一小縫、透出熱空氣⋯靜待五分鐘，再將饅頭全部移至網架、待涼。黃澄澄的南瓜金饅頭～
中式,中秋月餅(微糖低油),"月餅皮材料
中筋麵粉 食用油 轉化糖
沒有轉化糖可以用蜂蜜代替轉化糖+油拌勻加入麵粉拌勻完成麵團後用保鮮膜包起來靜置30分鐘每份15g的烏豆沙鹹蛋黃切半將鹹蛋黃包入其中
烏豆沙可自行換成綠豆、紅豆、芋頭等等
完成內餡一份麵皮20g
取20g的麵皮包入餡料使用壓模棒壓模
這個可以在網路上或是材料行買到
如果沒有做圓形的也可以各式形狀各式形狀表層刷上蛋黃
這麼做是為了上色好看
呈現美麗的金黃色澤
烤箱要先預熱好
上火230 下火190
烤大約25分鐘即可！完成囉~
烤好的月餅建議等放置一天後食用
讓月餅皮充分回油後口感濕潤好吃!"
中式,👩‍🍳彩虹鳳凰花酥（中秋限定）,"前置作業～
將材料都秤重準備⋯
先將鹹蛋黃泡米酒泡10分左右！
無鹽奶油放於常溫，軟化備用！
高筋麵粉加低筋麵粉混合⋯過篩備用！
全蛋用叉子打勻，備用！接下來⋯將泡好的鹹蛋黃，進烤箱用150度左右烤10分左右，烤到蛋黃旁邊冒出小泡泡即可！
（我這次有多烤鹹蛋黃，因為還要預備做蛋黃酥）烤好的鹹蛋黃⋯先移出烤箱，放涼備用！將1個鹹蛋黃分成4小個，ㄧ共20小個！接下來，將鳳梨餡分成20個，每個18g!
搓成小圓備用！接下來，將每個鳳梨餡都包入1小塊鹹蛋黃⋯再挫成小圓⋯內餡處理好，備用！做外皮～
將軟化的奶油加入糖粉⋯用攪拌機低速打！打到奶油變鬆，和糖粉混合均勻即可，不需要打到發！接下來，慢慢將蛋液加入⋯ㄧ樣用低速打，打到蛋液被奶油吃進去即可，（蛋液預留一湯匙的量，等下整型時會需要）！打到蛋液和奶油完全均勻即可！（不需要打發，記得都是用低速操作）接下來，將奶粉和帕瑪森起士粉加進去⋯ㄧ樣是低速打，打均勻即可！打到這程度即可！最後，將過篩後的低筋麵粉、高筋麵粉⋯加進去，不用攪拌機⋯用刮刀或飯勺用切拌的方式拌勻就好！（不要過度攪拌，預防出筋會影響口感哦！）將麵糰分成5個⋯準備調色！調色好，用保鮮膜包起來！預防水份留失，變乾！開始整型～
取自己喜歡的顏色ㄧ點點當花蕊，壓在模型中間，然後用剛預留的蛋液塗ㄧ些在花蕊上⋯
幫助和等下要壓入的的麵糰結合！接下來，選好自己喜歡的顏色分別均分重量⋯共秤重30g!將麵皮壓成圓，準備包內餡⋯可以盡量將麵皮壓大些，比較好包⋯包好，搓成圓柱型⋯準備壓入模型！壓緊壓平⋯再輕輕的壓出花麵糰⋯同以上動作，整型完成如上⋯色彩繽紛⋯還沒有進烤箱烤，已經陶醉了😆
此時，烤箱用160度預熱10分左右⋯
將整型好的花酥放進烤箱，用160度烤25～30分左右！
烤15分左右，我有取出烤盤，調頭烤⋯讓花酥均勻受熱！
這次烤，沒有翻面！隨時觀察花酥烤的狀態⋯快裂了，就降低溫度烤！
（各家烤箱烤溫不同，再調整烤溫和時間）烤好的彩虹鳳凰酥⋯移到烤網待涼！
最佳賞味期⋯
建議放到隔天，回油了以後再吃⋯風味更棒哦！烤完的彩虹鳳凰酥⋯色彩真的好夢幻！
我選了一個圓型的禮盒裝⋯看起來花團錦簇，像不像小花藍！
試吃時間⋯加了起士的鳳凰花酥，香氣十足！
吃起來酥酥香香甜甜⋯好吃！
今年中秋節⋯自己動手做看看，收到的人ㄧ定覺得幸福指數破表喔⋯⋯❤️"
中式,荷花酥,"油皮材料揉勻,建議水量保留一些,若油皮已經跟耳垂軟度相同,柔軟且不黏手,即可!

*這次將紅麴粉加在油皮中,沒筆誤

*油皮準備好,鬆弛30分鐘,記得保濕做好

*基本上中點建議放豬油,味道口感比較對;若是想使用無水奶油,液體量是會不同的!所以要自行斟酌至耳垂軟度即可油酥材料全部,用手指捏勻,備用將油皮與油酥均分三份(油皮約13克油酥約10克)建議別做太大顆,等會下鍋炸,時間不會太長,比較不會上色過頭!

取一油皮包覆一油酥壓平擀開捲起再擀開捲起,皮的部分完成將皮桿開,包覆芋泥餡,我包了15克芋泥在裏頭包覆好之後,將表面畫三刀(六直線),深度與畫線的長度會影響花開的程度備一鍋油,油量需要可以將整顆荷花酥浸在裏頭,所以我用小鍋子做這油炸的步驟,油溫在120度時,下鍋開始炸!溫度計一定必備!我會將荷花酥放在小網杓上,一同下鍋(如照片)過程中開中小火,花會慢慢開可以利用小網杓在油鍋中上下輕移動,若沒有小網杓,可用筷子輕撥花瓣,過程中溫度計依舊繼續測油溫,花開到照片這程度時,油溫也已慢慢到達140度了,若沒有到達140度,請加溫至140度,成品才會酥脆不咬油!若油溫過高,花瓣就開始焦了

**判斷熟度,只要花瓣不會隨油波動,是固定住的,即是熟了起鍋,即可享用荷花酥"
中式,【中秋節】抹茶紅豆酥,將油酥的材料除了水以外全部混合均勻。再加入水揉成團，蓋上保鮮膜，放置室溫鬆弛15分鐘。將油酥的材料全部混合均勻，蓋上保鮮膜，放置冰箱冷藏15分鐘。將豆沙餡分為一個30g，揉圓備用。將鬆弛好的油皮、油酥分成4等份。油皮包油酥，收口捏緊。蓋上保鮮膜，放入冰箱冷藏10分鐘。把油酥皮用手壓扁，再用桿麵棍從中間向上桿，收回再從中間向下桿開。（過程請勿來回桿）將麵片由上往下捲起，收口朝上蓋上保鮮膜鬆弛15分鐘。（過程中如果太軟不好操作可放置冰箱冷藏之後再拿出來，記得表面要蓋上保鮮膜）一樣從中間向上、下桿開再捲起。（過程中如果太軟不好操作可放置冰箱冷藏之後再拿出來，記得表面要蓋上保鮮膜）再蓋上保鮮膜，放入冰箱冷藏鬆弛10分鐘。從中間切成兩等份。切口面朝下桿平。切口面朝外包入豆沙餡，收口捏緊。放入預熱好的烤箱175度烤35分鐘。出爐後移至冷卻架上放涼。完成！
西式,創意聖誕花圈饅頭,"酵母粉加5-10克溫水泡5分鐘(無須攪拌)。麵糰的材料加在一起，搓揉成3光麵糰。取一部份麵糰加入薑黃粉搓揉成黃色麵糰。
取一部份麵糰加入紅麴粉搓揉成粉紅或紅色麵糰。
取一部份麵糰加入薑黃粉+蝶豆花粉搓揉成綠色麵糰。
取一部份麵糰加入蝶豆花粉搓揉成藍色麵糰。
取一部份麵糰加入碳粉搓揉成黑色麵糰。造型花及小裝飾的圖案先做，壓模及做好的造型放在烘焙紙上(底下是盤子)，可以先冰入冰箱裡(上面要蓋住防止表面乾燥)，以免時間過久過發。按照左圖做成花圈造型再把點綴的造型小花、蝴蝶結、鈴鐺、葉子貼在花圈上。要貼的部份要沾薄薄的一層水再貼上，增加黏性。若沒有模型，也可以用點點來做花樣。自己創意各種圖型來點綴都可以。蒸籠的水先煮水溫不燙手備用，今天水溫30度左右(今天室溫22度)。饅頭放入蒸竉裡排好,不要太靠近,要有膨脹的空間。放上鍋,今天上蓋發酵25分鐘左右(以麵糰發酵情形為表面有澎脹、變輕、漂亮的樣子為主，做造型)。做造型的時間越久，後發時間就要縮短。今天的造型我花了1小時在製作，麵糰也有在冰箱冷凍過，退冰後再做。"
西式,澄清奶油 無水奶油～簡單自製中式點心酥油,"無鹽奶油兩磅直接放入鍋中小火加熱奶油容易燒焦火不要開太大，慢慢加熱即可一邊加熱一邊會在表面浮出許多泡沫，那是酪蛋白（whey proteins）泡沫，用濾網湯勺來把它撈起太密的濾網會連油一起撈起，所以輕輕撈出表面的泡沫不要連油一起都撈出來。
太疏的濾網泡沫會流下去。沒關係，最後撈不起來的用湯匙撈出即可加熱到整鍋奶油都融化，泡沫漸少即可熄火，把表面的泡沫盡量撈到看不見為止。靜置讓固形物沈澱，把澄清奶油倒出到另外一個乾淨的廣口容器裡，奶油遇到冷會固化，裝在油瓶會倒不出來，所以要裝在好挖取的容器內。
今天裝在玻璃保鮮盒內。鍋底的最後的油與沈澱物不要倒出，但也不要丟棄，可以用來炒菜很香的。
*倒油的動作可以加上用濾紙過濾這道手續，因為我沒有濾紙，而且是家庭用製作的量很少，很快就會用完了，今天就省略這個動作。做好的澄清奶油是金黃色的，放進冰箱會凝固成固態，每次使用請用乾淨的乾燥勺子挖取。*在台灣做中式點心常用的酥油通常是人造氫化植物油，自製無水奶油健康多了。
*西藏也會用奶油去水後做成酥油，加上茶葉煮就是很有名的酥油茶，但是這與台灣常見的酥油並非是同樣的東西，反而類似澄清奶油(無水奶油)
*東南亞印度人常用的Ghee，也是無水奶油中的一種，多了熬煮動作的Ghee味道更香。*水分與蛋白質等成份使奶油容易腐敗，除去這些的澄清奶油因此較不易腐壞。
*奶油在台灣(溫暖潮濕)一定要冷藏保存。"
西式,**蘿蔔絲餡餅**,"麵粉+鹽巴拌勻後，慢慢加入滾水→用筷子迅速拌勻成粉片狀，再慢慢加入冷水拌揉成團(能成糰就不要再加)。成團後再加入食用油揉到吸收且整體呈現光滑，再蓋上保鮮膜靜置鬆弛30分鐘。(燙麵麵團剛開始會比較黏是正常，加入油脂揉好就不黏了)(準備餡料)

白蘿蔔剉籤後加入1小匙鹽巴抓勻靜置個5~10分鐘，再把蘿蔔出的苦水倒掉和擠掉。熱鍋，放一些油，小火加入蝦米，蔥花煸香，再加入擠乾水份的蘿蔔拌炒均勻，再加入適量鹽巴，白胡椒粉調味，即起鍋備用。(蘿蔔不用炒很久)鬆弛好的麵團平均分成6等份，再桿成中間較厚周圍較薄的圓片。每個圓片放上適量內餡，用自己最順手的方式包緊收口，再稍微壓扁成餅狀。熱鍋，放一些油,收口朝下放入餡餅，小火慢煎至兩面金黃即完成。(一定要小火，才不會麵皮焦了，裡面卻沒熟)"
西式,白玉蘿蔔糕,"蘿蔔數條，去皮刨成絲，刨絲的過程蘿蔔會出水（要留下備用,可代水用）刨成絲的蘿蔔瀝水保留，
取一炒鍋另加100cc的水，把蘿蔔絲倒入鍋內，加一匙鹽一匙白胡椒粉，開中小火將蘿蔔絲煮到軟透明（8～9分熟）蘿蔔絲煮軟透，大約20分鐘，過程請輕拌勻。取一容器，將再來米粉600克倒入+地瓜粉60克（太白粉也可以）+水共700克（前面留下備用的蘿蔔水可以加入），全部拌勻。
喜歡胡椒粉重一點可再加一點。容器，我選用的是蛋糕8""模，這裡沒有用烤紙也沒有用玻璃紙，嚐試烤模內抹油蒸蘿蔔糕。把調好的粉漿倒入蘿蔔絲的炒鍋中，繼續以中小火方式持續把粉漿蘿蔔絲攪拌均勻，直到粉漿攪不動為止。蘿蔔粉漿拌炒勻後熄火，將粉漿糊倒入模型容器中，這次使用8～9""烤模 嘟嘟好，
粉漿表面整型舖平。因烤模較大怕無法取出，所以電鍋內放了蒸架跟一個瓷碗殿高些，哈～結果鍋蓋的密合度還差一點點，只好使用乾淨的濕布2條圍繞鍋蓋周邊，讓蒸氣可以集中些。
電外鍋，我分了兩段加水，一次2杯水，跳起後測試蘿蔔糕的熟度，第二次再2杯水蒸到跳起測試不沾粘即可。經過1～2小時的蒸煮，起鍋放涼，待冷卻後再入冰箱，隔天切片再煎蘿蔔糕吃～插曲^=^
電鍋太慢炊熟……我移動到
瓦斯爐蒸煮，一樣外鍋加水以中小火持續蒸…,中途要看蒸煮的水夠不夠因水蒸氣上衝鍋蓋會延邊流下及產生水滴，我沒有用蒸籠布，等蒸好後開蓋再用紙巾吸水經過，電鍋2小時火力不夠蒸透，轉移瓦斯爐上蒸煮1小時左右,（前後大概3小時,叉籤不沾粘）取出放涼，為加速冷卻，我用電風扇協助散熱，等待完全冷卻放入冰箱冰存～隔天切片煎.煮。經過冰箱冰一晚上～剖切面感覺還不錯，油多一些比較好煎，吃的時後不會柴柴乾乾，蘿蔔糕煎到兩面金黃即可～"
西式,かにの自製鹹鴨蛋,備料     鴨蛋洗乾淨先將鹽巴加入白開水中用攪拌棒讓鹽融化（我今天用玫瑰鹽，所以顏色稍微紅紅的)鴨蛋與鹽水，米酒裝入罐子裡，蓋子鎖緊。25天後就可以收成了。已經泡25天的鴨蛋，打到碗裡的樣子生蛋黃~~好美啊！鹹鴨蛋連殼下鍋煮熟煮熟後剖開的鹹鴨蛋自製鹹鴨蛋成功用自製鹹鴨蛋做的三色蛋取出鹹蛋黃後，剩下的鹹蛋白再+4顆生鴨蛋及蔥花煎蔥蛋，不用再加鹽巴了，鹹度剛剛好喔！
西式,毛毛蟲優格麻糬~萬聖節搞怪派對點心~,玉米粉先用烤箱170度烤5-8分鐘備用蝶豆花乳清加入冰心麻糬粉拌勻拌勻後會很黏稠，所以須要玉米粉當手粉手沾玉米粉把麻糬團取出，放在撒上玉米粉的柔麵墊上準備盤子，也撒上手粉把麵團搓成長條，切成適當大小約2-3公分，約18個取出一個，沾點粉，輕輕壓平，包上一點點芝麻粉或花生粉包成圓形，全部依序完成融化巧克力備用開始組裝毛毛蟲，可以3個一組，也可以4個一組，擠上巧克力眼睛取出盤子或透明盒，舖上些許水果麥片再把麻糬毛毛蟲放入完成毛毛蟲優格麻糬~萬聖節搞怪派對點心~
西式,南瓜包,竹筍、豆乾、蘿蔔乾、紅蔥頭切丁先將豬肉炒熟，加入紅蔥頭，最後再加入竹筍、豆乾、蘿蔔乾拌炒。再來加入調味，以及紅蔥酥拌勻。糯米粉、太白粉及水先攪拌均勻。揉出一塊麵團，丟入滾水中煮熟，煮到浮起來撈出煮熟的麵團放入原本麵團中，加入糖以及南瓜泥。南瓜泥慢慢加入不要一次全下。因為南瓜有水份，所以看到已經可以成麵團狀，就不要再加將麵團分成八份，搓成圓形備用。壓扁滾圓，包入餡料。收口朝下。再將包好的南瓜包，輕輕畫米字。最後蒂頭可以用枸杞替代。底部鋪上烤盤紙，放入電鍋蒸籠內。先將電鍋中倒入三杯水，等水快滾的時候，再將蒸籠放上去。蒸15分鐘就好。
西式,芝麻包子,"因為麵糰是做一次發酵，所以要先把內餡準備好，先將材料秤好，這個配方可做12顆芝麻包子。糖與芝麻粉（黑芝麻打成粉）混勻；無鹽奶油微波1分鐘溶化後，與芝麻粉和糖混勻。混勻的芝麻內餡呈現較溼滑的狀況，放入冰箱冷藏15分鐘。經過冷藏後芝麻內餡會呈固體狀，較容易塑型。用湯匙舀起，並秤重每顆約@12～13g. 捏揉成圓型後放入冷凍庫冰鎮。共需12顆。取揉麵缸，放入牛奶、糖和酵母略混勻；加入中筋麵粉和沙拉油；攪拌到沒有液體；用手大略的揉成糰後，用保鮮膜蓋起來，鬆弛10分鐘。10分鐘後取出麵糰，在工作檯上揉到麵糰表面光滑不黏手。秤重分割成12顆，每顆為@42～43g。拿一顆壓扁，將麵皮由外向中心往內摺，再抓起麵糰後，翻面捏成圓型。12顆圓麵糰，依續排列。
可蓋上捻乾的溼布或保鮮膜防乾裂。略壓扁後，橄成外薄中間厚的圓型；翻面，放入芝麻內餡；像包包子ㄧ樣的包起内餡，收口捏緊；翻面收口朝下，略整型成圓形後，從麵糰的2/3處輕輕壓捏出鬼魂的尾巴。放在包子紙上，排入蒸籠中進行發酵。等發酵的時間，用不沾紙畫出骷髏頭的表情，並用刀片裁切出圖片。
也可以趁機將等一下要印在包子上的芝麻糊調好，芝麻粉+糖+冷開水。現在天氣涼涼的，所以今天發酵用了45分鐘。冷水起蒸，蒸17分鐘。蒸好後不要馬上開蓋，先讓蒸氣略散後再取出包子放在網架上。拿一顆包子，將自制的圖片紙放在上面；接著抹上芝麻糊；再移開圖片紙後即可。如果懶得磨芝麻,用有機芝麻粉很方便喔~~~~"
西式,蔓越莓桂圓米糕(電鍋版),1.準備食材。2.糯米快速清洗，用篩網過濾掉多餘的水份。3.放入桂圓，再加入水。4.放入電鍋，外鍋加3/4米杯水，蓋鍋蓋，按下電源。5.待電鍋電源跳起（約20分鐘），再燜10分鐘。6.取出內鍋，趁熱加入二砂糖與蔓越莓，拌勻至糖溶解。7.再放入電鍋，外鍋1/2米杯水，按下電源。8.待電鍋電源跳起（約10分鐘），再燜10分鐘即可。9.取出盛碗或盛於小紙碟中做成個人份小甜點，精緻小巧，美味又健康。
西式,黎巴嫩之夜-中東甜點粗麥布丁,將mistika樹膠用研磨器或橄麵棍碾碎成粉末。牛奶與粗麥粉，樹膠混合均勻，小火邊煮邊攪動以防焦鍋。煮至濃稠且冒泡，嚐一下是否已熟。布丁糊需是可緩緩流動的狀態，太稠可再加些牛奶。將煮好的布丁糊倒入烤盤或任何耐熱平底容器，布丁糊高度不宜超過一個指節。將布丁面整平。將保鮮膜服貼的放在布丁糊上以防止結硬皮，放入冰箱冷藏。冷卻後將布丁拿出，表面塗上一層打發的鮮奶油或thick cream。鮮奶油打發時不需加糖。抹好鮮奶油後，放回冰箱繼續冷藏。食用前，撒上敲碎的生開心果。將布丁切成四方型。放到小盤，淋上蜂蜜。
